Id,category,text
441,snack,"""RecipeName"": ""Margarita Chex™ Fiesta Mix "",
""Ingredients"": [
""cup butter or margarine"",
""tablespoons tequila"",
""teaspoons seasoned salt"",
""teaspoon ground red pepper (cayenne)"",
""envelopes instant margarita mix, from 3 1/3-oz package"",
""cups Corn Chex™ cereal"",
""cups Rice Chex™ cereal"",
""cups Wheat Chex™ cereal"",
""cup mixed nuts"",
""cup bite-size pretzel twists"",
""cup dried cranberries or cherries""
],
""PrepMethods"": [
""Heat oven to 250°F."",
""In ungreased large roasting pan, melt butter in oven. Stir in tequila, seasoned salt, red pepper and dry margarita mix. Stir in cereals, nuts and pretzels until evenly coated."",
""Bake 1 hour, stirring every 15 minutes. Stir in cranberries. Spread on paper towels to cool, about 15 minutes. Store in airtight container.""
]
"
442,beverage,"""RecipeName"": ""Margarita Slush"",
""Ingredients"": [
""cans (10-oz.) frozen margarita concentrate"",
""cup tequila"",
""cup fresh lime juice (2 to 3 medium limes)"",
""medium lime, cut into 6 slices"",
""Margarita salt for glass rims, if desired"",
""can (12-oz.) lemon-lime carbonated beverage""
],
""PrepMethods"": [
""In medium bowl, combine margarita concentrate, tequila and lime juice; mix well. Spread mixture in 8-inch square (2-quart) glass baking dish. Freeze at least 5 hours or until set."",
""To serve, run lime wedge around rim of each glass; dip in margarita salt. For each drink, spoon 2/3 cup frozen mixture into glass; pour 1/4 cup carbonated beverage over top. Garnish with lime wedges.""
]
"
443,condiment,"""RecipeName"": ""Marinara Sauce"",
""Ingredients"": [
""cans (14.5 oz each) diced tomatoes with Italian herbs, undrained"",
""can (6 oz) tomato paste"",
""large onion, chopped (1 cup)"",
""cloves garlic, finely chopped"",
""tablespoon olive or vegetable oil"",
""teaspoons sugar"",
""teaspoons dried basil leaves"",
""teaspoon dried oregano leaves"",
""teaspoon pepper"",
""teaspoon salt""
],
""PrepMethods"": [
""In 3-quart saucepan, stir all ingredients until well mixed."",
""Heat to boiling; reduce heat to low. Cover and simmer 30 minutes to blend flavors. Use sauce immediately, or cover and refrigerate up to 2 weeks or freeze up to 1 year.""
]
"
444,appetizer,"""RecipeName"": ""Mexican Chili Dip"",
""Ingredients"": [
""cup chopped onion (1/2 medium)"",
""garlic clove, minced"",
""tablespoons water"",
""can (14.5 oz) stewed tomatoes, undrained"",
""can (4.5 oz) Old El Paso™ chopped green chiles, drained"",
""teaspoon salt"",
""teaspoon chili powder"",
""Dash ground red pepper (cayenne) or red pepper sauce"",
""cup shredded Monterey Jack cheese (2 oz)"",
""package (8 oz) 1/3-less-fat cream cheese (Neufchâtel), cut into small cubes"",
""Chili powder, if desired"",
""Assorted cut-up fresh vegetables or tortilla chips""
],
""PrepMethods"": [
""In 2-quart saucepan, cook onion, garlic and water over medium heat 2 to 4 minutes, stirring occasionally, until onion is tender and water has evaporated."",
""Stir in tomatoes, chiles, salt, chili powder and ground red pepper. Cook about 2 minutes until hot, stirring occasionally."",
""Reduce heat to medium-low. Add cheeses; cook, stirring constantly, just until melted. Sprinkle with chili powder. Serve with cut-up fresh vegetables.""
]
"
445,beverage,"""RecipeName"": ""Mexican Coffee "",
""Ingredients"": [
""cups water"",
""cup packed brown sugar"",
""tablespoons ground cinnamon"",
""whole cloves"",
""cup regular-grind coffee (dry)"",
""cup chocolate-flavor syrup"",
""teaspoon vanilla"",
""Whipped cream, if desired""
],
""PrepMethods"": [
""Heat water, brown sugar, cinnamon and cloves to boiling in Dutch oven, stirring to dissolve sugar. Stir in coffee; reduce heat to medium-low. Cover and simmer 5 minutes."",
""Stir in chocolate syrup and vanilla; remove from heat. Let stand 5 minutes for coffee grounds to settle. Strain coffee into coffee server or individual cups; discard grounds mixture. Serve with whipped cream.""
]
"
446,beverage,"""RecipeName"": ""Michelada"",
""Ingredients"": [
""large beer mug"",
""tablespoon fresh lime juice"",
""teaspoon Worcestershire sauce"",
""to 1/2 teaspoon Buffalo wing sauce or hot sauce"",
""teaspoon seasoning sauce"",
""Lime wedge"",
""Coarse salt"",
""bottle (12 oz) pale ale or lager beer"",
""Ice, if desired""
],
""PrepMethods"": [
""Place beer mug in freezer. In small bowl, mix lime juice and sauces."",
""Remove mug from freezer.  Rub rim of mug with lime wedge; dip rim into salt. Pour lime juice mixture into mug; add ale. Add ice. Serve immediately. ""
]
"
447,dessert,"""RecipeName"": ""Mimosa Fruit Cups"",
""Ingredients"": [
""cup sugar"",
""teaspoon grated orange peel"",
""cup fresh orange juice"",
""large orange, peeled, cut into bite-size pieces"",
""large red apple, cut into bite-size pieces"",
""large pear, cut into bite-size pieces"",
""cup seedless green grapes "",
""large banana, sliced"",
""cups champagne or sparkling white grape juice""
],
""PrepMethods"": [
""In large bowl, stir sugar, orange peel and orange juice until sugar is dissolved. Gently stir in orange, apple, pear and grapes until coated. Cover; refrigerate at least 1 hour or overnight."",
""Just before serving, stir in banana and champagne. Spoon about 3/4 cup fruit with juice into each of 8 footed dessert cups.""
]
"
448,beverage,"""RecipeName"": ""Mimosa"",
""Ingredients"": [
""oz (6 tablespoons) orange juice, chilled"",
""oz (6 tablespoons) champagne, chilled"",
""Fresh orange wedge, if desired""
],
""PrepMethods"": [
""In tall glass, pour orange juice and champagne. Garnish with orange wedge.""
]
"
449,dessert,"""RecipeName"": ""Mincemeat Cookie Squares"",
""Ingredients"": [
""cups Original Bisquick™ mix"",
""cup granulated sugar"",
""cup milk"",
""tablespoons butter or margarine, softened"",
""egg"",
""cups prepared mincemeat"",
""cup powdered sugar"",
""teaspoon finely shredded orange peel"",
""tablespoon orange juice""
],
""PrepMethods"": [
""Heat oven to 375°F. Grease rectangular pan, 13x9x2 inches. "",
""Stir Bisquick, granulated sugar, milk, butter and egg in medium bowl until dough forms. "",
""Pat half of the dough in pan, using floured fingers, to within 1/2 inch of edges. Spread mincemeat over dough. Pat out remaining dough to same size on waxed paper. Place paper side up over mincemeat; peel off waxed paper."",
""Bake 25 to 30 minutes or until golden brown. Cool slightly."",
""Stir remaining ingredients until thin enough to drizzle. Drizzle over top. For bars, cut into 8 rows by 6 rows. ""
]
"
450,dessert,"""RecipeName"": ""Mini Cupcake Mortarboards"",
""Ingredients"": [
""box Betty Crocker™ Super Moist™ cake mix (any flavor)"",
""Water, vegetable oil and eggs called for on cake mix box"",
""box (4.5 oz) Betty Crocker™ Fruit by the Foot™ chewy fruit snack rolls (any flavor) or shoestring licorice"",
""container Betty Crocker™ Rich & Creamy vanilla frosting"",
""Food color"",
""Lorna Doone™ shortbread cookies (from two 10-oz packages)"",
""M&M's® chocolate candies or fruit-flavored candies""
],
""PrepMethods"": [
""Heat oven to 350°F (325°F for dark or nonstick pans). Place miniature paper baking cups in 24 mini muffin cups, 1 3/4x1 inch. Make cake batter as directed on box. Fill cups 2/3 full of batter (about 1 rounded tablespoon each). Refrigerate remaining batter."",
""Bake 10 to 15 minutes or until toothpick inserted in center comes out clean; cool. Repeat with remaining batter. (Leave paper baking cups on cupcakes so mortarboards are quicker and easier to make and more portable to serve.)"",
""To make tassels: Cut sixty 2 1/2-inch lengths from fruit snack rolls. Cut each into several strips up to 1/2 inch from 1 end. Roll uncut end between fingertips to make tassels. Or cut several pieces of shoestring licorice into 2 1/2-inch lengths."",
""Tint frosting with food color to match paper baking cups. Frost bottoms of cookies. Place 1 candy on center of each. For each mortarboard, place small dollop of frosting on bottom of cupcake; top with cookie. Press uncut end of fruit snack or 3 or 4 pieces of licorice into frosted cookie next to candy. Store loosely covered.""
]
"
451,snack,"""RecipeName"": ""Mini Doughnut Hot Buttered Cheerios™ Game Mix"",
""Ingredients"": [
""cup butter"",
""teaspoon vanilla"",
""cups Cheerios™ cereal"",
""cup sugar"",
""teaspoon ground cinnamon""
],
""PrepMethods"": [
""In large microwavable bowl, microwave butter uncovered on High about 45 seconds or until melted. Stir in vanilla. Add cereal; mix well."",
""Microwave uncovered on High 3 to 4 minutes, stirring every minute. Stir in sugar and cinnamon; toss well to coat. Store tightly covered at room temperature.""
]
"
452,appetizer,"""RecipeName"": ""Mini Ham and Cheese Sandwiches"",
""Ingredients"": [
""cups Original Bisquick™ mix"",
""cup milk"",
""tablespoons yellow mustard"",
""egg"",
""package (6 ounces) thinly sliced fully cooked lean ham, chopped"",
""cup shredded Cheddar cheese (4 ounces)""
],
""PrepMethods"": [
""Heat oven to 350°F. Grease square baking dish, 8x8x2 inches. "",
""Mix Bisquick, milk, mustard and egg until blended. Pour half of the batter into baking dish. Top with half of the ham and 1/2 cup of the cheese. Top with remaining ham. Pour remaining batter over ham."",
""Bake 45 to 50 minutes or until golden brown and set. Sprinkle with remaining 1/2 cup cheese. Let stand 5 minutes before cutting. Cut into 9 squares; cut each square diagonally in half.""
]
"
453,dessert,"""RecipeName"": ""Mini Hot Fudge Cakes and Strawberry Hearts"",
""Ingredients"": [
""box Betty Crocker™ Complete Desserts® triple chocolate hot fudge cake mix"",
""About 1 quart strawberries"",
""Ice cream, if desired""
],
""PrepMethods"": [
""Make, bake and cool Mini Hot Fudge Cakes as directed on side of cake mix box."",
""Place each cake on dessert plate. For each dessert, slice 2 or 3 strawberries. To make slices look like hearts, cut small “V” at rounded end of each slice, using small sharp knife. Randomly place strawberry slices around cakes. Serve warm with ice cream.""
]
"
454,appetizer,"""RecipeName"": ""Mini Quiches"",
""Ingredients"": [
""cups Original Bisquick™ mix"",
""cup butter or margarine, softened"",
""tablespoons boiling water"",
""slices bacon, crisply cooked, crumbled"",
""cup half-and-half"",
""egg"",
""medium green onions, thinly sliced (2 tablespoons)"",
""teaspoon salt"",
""teaspoon ground red pepper (cayenne)"",
""cup shredded Swiss cheese (2 oz)""
],
""PrepMethods"": [
""Heat oven to 375°F. Generously grease 24 mini (1 3/4x1-inch) muffin cups with shortening or cooking spray."",
""In small bowl, stir Bisquick mix and butter until blended. Add boiling water; stir vigorously until soft dough forms. Press rounded teaspoonful of dough on bottom and up side of each muffin cup. Divide bacon evenly among muffin cups."",
""In small bowl, beat half-and-half and egg until well blended. Stir in onions, salt and red pepper. Spoon 1 1/2 teaspoons egg mixture into each muffin cup. Sprinkle cheese over tops."",
""Bake about 20 minutes or until edges are golden brown and centers are set. Cover; refrigerate any remaining appetizers.""
]
"
455,snack,"""RecipeName"": ""Minion Easy Yogurt Smoothie Sippers"",
""Ingredients"": [
""package (32 oz) Yoplait® Despicable Me™ yogurt (8-count package)"",
""cup lemonade or fruit juice of choice  "",
""striped paper drinking straws"",
""pouch Despicable Me™ fruit-flavored snacks ""
],
""PrepMethods"": [
""Remove a heaping spoonful of yogurt from each of the yogurt cups. Add 2 tablespoons lemonade to each yogurt cup; stir until smooth and well combined."",
""Cut straws in half. Place a straw half in each of the yogurts. Cut a small slit in the bottom of each fruit snack. Place a fruit-flavored snack on the edge of each yogurt cup. Serve immediately, or refrigerate until ready to serve. ""
]
"
456,beverage,"""RecipeName"": ""Mint and Orange Sparkle"",
""Ingredients"": [
""Ice cubes"",
""fresh mint leaves"",
""orange slices"",
""cups (16 oz) chilled sparkling mineral water""
],
""PrepMethods"": [
""Fill 2 lowball or other glasses with ice. With back of spoon or knife, gently tap mint leaves to release some of the oils. Place 4 leaves in each glass."",
""Squeeze orange slices over ice, then add 3 slices to each glass. Top each with 1 cup sparkling mineral water; stir. Serve immediately.""
]
"
457,condiment,"""RecipeName"": ""Mixed Berry Jam"",
""Ingredients"": [
""cup crushed strawberries (1 pint whole berries)"",
""cup crushed raspberries (1 pint whole berries)"",
""cups sugar"",
""teaspoon grated lemon peel"",
""tablespoon lemon juice"",
""pouch (3 ounces) liquid fruit pectin""
],
""PrepMethods"": [
""Mix berries and sugar in large glass or plastic bowl. Let stand at room temperature about 10 minutes, stirring occasionally, until sugar is dissolved."",
""Mix in lemon peel, lemon juice and pectin. Stir 3 to 5 minutes or until slightly thickened."",
""Spoon mixture into freezer containers, leaving 1/2-inch headspace. Seal immediately. Let stand at room temperature until set, about 24 hours. Refrigerate up to 3 weeks, or freeze up to 1 year (thaw in refrigerator or at room temperature before serving). Use as a spread or in desserts.""
]
"
458,beverage,"""RecipeName"": ""Mixed-Berry Smoothies"",
""Ingredients"": [
""cup Yoplait® 99% Fat Free creamy strawberry yogurt (from 2-lb container)"",
""cup fat-free (skim) milk"",
""tablespoon powdered sugar"",
""bag (14 to 16 oz) frozen mixed berries (strawberries, blackberries, blueberries and raspberries), slightly thawed"",
""Fresh fruit, if desired""
],
""PrepMethods"": [
""In blender or food processor, place yogurt, milk and powdered sugar. Cover; blend on high speed about 30 seconds or until smooth."",
""Add half of the berries. Cover; blend on high speed 1 minute. Add remaining berries. Cover and blend on high speed about 1 minute longer, adding a small amount of additional milk if necessary, until smooth. Garnish with fresh fruit. Serve immediately.""
]
"
459,beverage,"""RecipeName"": ""Mocha Coolers"",
""Ingredients"": [
""medium banana, cut into chunks"",
""cups light chocolate soymilk"",
""teaspoons instant coffee granules or crystals"",
""teaspoon vanilla"",
""cup ice cubes""
],
""PrepMethods"": [
""In blender or food processor, place banana, soymilk, coffee granules and vanilla. Cover; blend on high speed about 15 seconds or until smooth. Add ice cubes. Cover; blend about 15 seconds or until blended."",
""Pour into 2 glasses. Serve immediately.""
]
"
